Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,PCT_SE_A20001_002,PCT_SE_A20001_003,PCT_SE_A20001_004,PCT_SE_A20001_005,SE_A20002_002,SE_A20002_003,SE_A20002_004,SE_A20002_005,SE_A20002_006,SE_A20002_007,SE_A20002_008,SE_A20002_009,SE_A20002_010,SE_A20002_011,SE_A20002_012,SE_A20002_013,SE_A20002_014,SE_A20002_015,SE_A20002_016,SE_A20002_017,SE_A20002_018,SE_A20002_019,SE_A20002_020,SE_A20002_021,SE_A20002_022,SE_A20002_023,SE_A20002_024,SE_A20002_025,SE_A20002_026,PCT_SE_A20002_003,PCT_SE_A20002_004,PCT_SE_A20002_005,PCT_SE_A20002_006,PCT_SE_A20002_008,PCT_SE_A20002_009,PCT_SE_A20002_010,PCT_SE_A20002_011,PCT_SE_A20002_013,PCT_SE_A20002_014,PCT_SE_A20002_015,PCT_SE_A20002_016,PCT_SE_A20002_018,PCT_SE_A20002_019,PCT_SE_A20002_020,PCT_SE_A20002_021,PCT_SE_A20002_023,PCT_SE_A20002_024,PCT_SE_A20002_025,PCT_SE_A20002_026
"06075061200","Census Tract 612, San Francisco County, California","ACSSF","ca","140","00","0010100",,,,,"06","075",,,"061200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061200","Census Tract 612",,,,3947,92,3855,1681,2466,2.33,97.67,42.59,62.48,610,0,610,238,461,389,35,354,94,260,465,8,457,172,285,1676,49,1627,451,1188,807,0,807,726,272,0,100,39.02,75.57,9,91,24.16,66.84,1.72,98.28,36.99,61.29,2.92,97.08,26.91,70.88,0,100,89.96,33.71
"06075061401","Census Tract 614.01, San Francisco County, California","ACSSF","ca","140","00","0010101",,,,,"06","075",,,"061401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061401","Census Tract 614.01",,,,3199,177,3022,819,2504,5.53,94.47,25.6,78.27,522,0,522,0,522,157,0,157,38,119,604,44,560,112,448,1471,133,1338,264,1074,445,0,445,405,341,0,100,0,100,0,100,24.2,75.8,7.28,92.72,18.54,74.17,9.04,90.96,17.95,73.01,0,100,91.01,76.63
"06075061402","Census Tract 614.02, San Francisco County, California","ACSSF","ca","140","00","0010102",,,,,"06","075",,,"061402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061402","Census Tract 614.02",,,,2537,0,2537,504,2180,0,100,19.87,85.93,419,0,419,137,282,160,0,160,25,135,809,0,809,33,776,953,0,953,113,851,196,0,196,196,136,0,100,32.7,67.3,0,100,15.62,84.38,0,100,4.08,95.92,0,100,11.86,89.3,0,100,100,69.39
"06075061501","Census Tract 615.01, San Francisco County, California","ACSSF","ca","140","00","0010103",,,,,"06","075",,,"061501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061501","Census Tract 615.01",,,,1837,5,1832,192,1712,0.27,99.73,10.45,93.2,134,0,134,0,134,208,0,208,0,208,53,5,48,48,0,1234,0,1234,0,1234,208,0,208,144,136,0,100,0,100,0,100,0,100,9.43,90.57,90.57,0,0,100,0,100,0,100,69.23,65.38
"06075061502","Census Tract 615.02, San Francisco County, California","ACSSF","ca","140","00","0010104",,,,,"06","075",,,"061502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061502","Census Tract 615.02",,,,1774,104,1670,592,1243,5.86,94.14,33.37,70.07,84,0,84,0,84,177,0,177,0,177,617,93,524,104,420,544,11,533,136,397,352,0,352,352,165,0,100,0,100,0,100,0,100,15.07,84.93,16.86,68.07,2.02,97.98,25,72.98,0,100,100,46.88
"06075061503","Census Tract 615.03, San Francisco County, California","ACSSF","ca","140","00","0010105",,,,,"06","075",,,"061503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061503","Census Tract 615.03",,,,3400,221,3179,691,2566,6.5,93.5,20.32,75.47,0,0,0,0,0,1073,121,952,586,366,1059,0,1059,0,1059,1190,100,1090,27,1063,78,0,78,78,78,,,,,11.28,88.72,54.61,34.11,0,100,0,100,8.4,91.6,2.27,89.33,0,100,100,100
"06075061504","Census Tract 615.04, San Francisco County, California","ACSSF","ca","140","00","0010106",,,,,"06","075",,,"061504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061504","Census Tract 615.04",,,,1443,0,1443,12,1431,0,100,0.83,99.17,195,0,195,0,195,180,0,180,8,172,520,0,520,4,516,548,0,548,0,548,0,0,0,0,0,0,100,0,100,0,100,4.44,95.56,0,100,0.77,99.23,0,100,0,100,,,,
"06075061505","Census Tract 615.05, San Francisco County, California","ACSSF","ca","140","00","0010107",,,,,"06","075",,,"061505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061505","Census Tract 615.05",,,,776,0,776,130,646,0,100,16.75,83.25,34,0,34,0,34,0,0,0,0,0,287,0,287,0,287,325,0,325,0,325,130,0,130,130,0,0,100,0,100,,,,,0,100,0,100,0,100,0,100,0,100,100,0
"06075061506","Census Tract 615.06, San Francisco County, California","ACSSF","ca","140","00","0010108",,,,,"06","075",,,"061506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061506","Census Tract 615.06",,,,4422,161,4261,290,4025,3.64,96.36,6.56,91.02,123,0,123,67,56,75,0,75,0,75,2278,161,2117,0,2117,1726,0,1726,54,1726,220,0,220,169,51,0,100,54.47,45.53,0,100,0,100,7.07,92.93,0,92.93,0,100,3.13,100,0,100,76.82,23.18
"06075061507","Census Tract 615.07, San Francisco County, California","ACSSF","ca","140","00","0010109",,,,,"06","075",,,"061507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061507","Census Tract 615.07",,,,1940,0,1940,847,1201,0,100,43.66,61.91,368,0,368,368,0,313,0,313,0,313,755,0,755,165,590,396,0,396,206,190,108,0,108,108,108,0,100,100,0,0,100,0,100,0,100,21.85,78.15,0,100,52.02,47.98,0,100,100,100
"06075061508","Census Tract 615.08, San Francisco County, California","ACSSF","ca","140","00","0010110",,,,,"06","075",,,"061508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075061508","Census Tract 615.08",,,,2006,63,1943,524,1661,3.14,96.86,26.12,82.8,0,0,0,0,0,394,0,394,42,352,434,63,371,0,371,962,0,962,266,774,216,0,216,216,164,,,,,0,100,10.66,89.34,14.52,85.48,0,85.48,0,100,27.65,80.46,0,100,100,75.93
"06075980200","Census Tract 9802, San Francisco County, California","ACSSF","ca","140","00","0010111",,,,,"06","075",,,"980200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075980200","Census Tract 9802",,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
"06075980300","Census Tract 9803, San Francisco County, California","ACSSF","ca","140","00","0010112",,,,,"06","075",,,"980300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075980300","Census Tract 9803",,,,25,0,25,10,20,0,100,40,80,0,0,0,0,0,0,0,0,0,0,14,0,14,5,9,11,0,11,5,11,0,0,0,0,0,,,,,,,,,0,100,35.71,64.29,0,100,45.45,100,,,,
"06075980401","Census Tract 9804.01, San Francisco County, California","ACSSF","ca","140","00","0010113",,,,,"06","075",,,"980401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075980401","Census Tract 9804.01",,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
"06075980501","Census Tract 9805.01, San Francisco County, California","ACSSF","ca","140","00","0010114",,,,,"06","075",,,"980501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075980501","Census Tract 9805.01",,,,104,0,104,104,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,104,104,0,,,,,,,,,,,,,,,,,0,100,100,0
"06075980600","Census Tract 9806, San Francisco County, California","ACSSF","ca","140","00","0010115",,,,,"06","075",,,"980600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075980600","Census Tract 9806",,,,966,53,913,295,643,5.49,94.51,30.54,66.56,225,0,225,100,125,98,16,82,21,61,234,26,208,62,146,360,11,349,63,291,49,0,49,49,20,0,100,44.44,55.56,16.33,83.67,21.43,62.24,11.11,88.89,26.5,62.39,3.06,96.94,17.5,80.83,0,100,100,40.82
"06075980900","Census Tract 9809, San Francisco County, California","ACSSF","ca","140","00","0010116",,,,,"06","075",,,"980900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075980900","Census Tract 9809",,,,296,15,281,77,204,5.07,94.93,26.01,68.92,45,0,45,10,35,46,4,42,11,31,75,6,69,10,59,96,5,91,12,79,34,0,34,34,0,0,100,22.22,77.78,8.7,91.3,23.91,67.39,8,92,13.33,78.67,5.21,94.79,12.5,82.29,0,100,100,0
"06075990100","Census Tract 9901, San Francisco County, California","ACSSF","ca","140","00","0010117",,,,,"06","075",,,"990100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075990100","Census Tract 9901",,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
"06075990200","Census Tract 9902, San Francisco County, California","ACSSF","ca","140","00","0010118",,,,,"06","075",,,"990200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075990200","Census Tract 9902",,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
